"","subject","CURRENT_SAC_AMPLITUDE","CURRENT_SAC_DIRECTION","CURRENT_SAC_DURATION","CURRENT_SAC_END_INTEREST_AREAS","CURRENT_SAC_END_INTEREST_AREA_INDEX","CURRENT_SAC_END_INTEREST_AREA_LABEL","CURRENT_SAC_INDEX","CURRENT_SAC_LABEL","CURRENT_SAC_MSG_TEXT_1","CURRENT_SAC_START_INTEREST_AREAS","CURRENT_SAC_START_INTEREST_AREA_INDEX","CURRENT_SAC_START_INTEREST_AREA_LABEL","DATA_FILE","TRIAL_INDEX","TRIAL_LABEL","TRIAL_SACCADE_TOTAL","BUTTON_PRESSED.1.","BUTTON_PRESS_TIME.1.","DISPLAY_ON_TIME.1.","RESPONSE_TIME.1.","RESPONSE_ACCURACY.1.","visual","pic_category","correct","sentence","sentence_type","block","button_expected","polarity","language","congruence","Imagewinner","Ratio","PxSize","logCURRENT_SAC_DURATION"
"4526","t23",8.88,"RIGHT",63,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 298ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",58,"Trial: 70",2,4,777374,776220.2323,1153,"correct","fig2_7d8_42px.png",3,"1","B < A","2",4,4,"Negative","Math","Congruent","nor","7d8","42px",4.14313472639153
"4527","t23",17.2,"LEFT",179,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 784ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",58,"Trial: 70",2,4,777374,776220.2323,1153,"correct","fig2_7d8_42px.png",3,"1","B < A","2",4,4,"Negative","Math","Congruent","nor","7d8","42px",5.18738580584075
"4528","t23",8.16,"RIGHT",59,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 402ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",59,"Trial: 71",4,2,784336,781469.9203,2866,"correct","fig2_rev_1d2_42px.png",4,"0","B < A","2",4,2,"Negative","Math","Incongruent","rev","1d2","42px",4.07753744390572
"4529","t23",7.22,"DOWN",62,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 673ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",59,"Trial: 71",4,2,784336,781469.9203,2866,"correct","fig2_rev_1d2_42px.png",4,"0","B < A","2",4,2,"Negative","Math","Incongruent","rev","1d2","42px",4.12713438504509
"4530","t23",1.84,"UP",230,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 995ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",59,"Trial: 71",4,2,784336,781469.9203,2866,"correct","fig2_rev_1d2_42px.png",4,"0","B < A","2",4,2,"Negative","Math","Incongruent","rev","1d2","42px",5.4380793089232
"4531","t23",0.87,"DOWN",31,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1558ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",59,"Trial: 71",4,2,784336,781469.9203,2866,"correct","fig2_rev_1d2_42px.png",4,"0","B < A","2",4,2,"Negative","Math","Incongruent","rev","1d2","42px",3.43398720448515
"4532","t23",8.03,"RIGHT",59,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 354ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",60,"Trial: 72",3,4,789849,788836.1323,1012,"correct","fig2_rev_1d2_42px.png",4,"1","B > A","1",4,4,"Positive","Math","Congruent","rev","1d2","42px",4.07753744390572
"4533","t23",1.16,"RIGHT",35,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 635ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",60,"Trial: 72",3,4,789849,788836.1323,1012,"correct","fig2_rev_1d2_42px.png",4,"1","B > A","1",4,4,"Positive","Math","Congruent","rev","1d2","42px",3.55534806148941
"4534","t23",0.39,".",160,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 872ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",60,"Trial: 72",3,4,789849,788836.1323,1012,"correct","fig2_rev_1d2_42px.png",4,"1","B > A","1",4,4,"Positive","Math","Congruent","rev","1d2","42px",5.07517381523383
"4535","t23",6.51,"RIGHT",54,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 347ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",61,"Trial: 73",4,4,853548,852448.8793,1099,"correct","fig2_rev_9d10_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","9d10","42px",3.98898404656427
"4536","t23",5.22,"DOWN",55,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 525ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",61,"Trial: 73",4,4,853548,852448.8793,1099,"correct","fig2_rev_9d10_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","9d10","42px",4.00733318523247
"4537","t23",9.23,"UP",71,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 729ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",61,"Trial: 73",4,4,853548,852448.8793,1099,"correct","fig2_rev_9d10_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","9d10","42px",4.26267987704132
"4538","t23",2.02,"UP",105,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1048ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",61,"Trial: 73",4,4,853548,852448.8793,1099,"correct","fig2_rev_9d10_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","9d10","42px",4.65396035015752
"4539","t23",8.94,"LEFT",86,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 516ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",62,"Trial: 74",4,2,860074,858165.1933,1908,"correct","fig2_3d4_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","3d4","42px",4.45434729625351
"4540","t23",17.03,"RIGHT",187,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 783ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",62,"Trial: 74",4,2,860074,858165.1933,1908,"correct","fig2_3d4_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","3d4","42px",5.23110861685459
"4541","t23",15.41,"LEFT",218,"[ 1]",1,"ROI_LEFT ",3,"Saccade: 1175ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",62,"Trial: 74",4,2,860074,858165.1933,1908,"correct","fig2_3d4_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","3d4","42px",5.38449506278909
"4542","t23",13.36,"RIGHT",78,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1827ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",62,"Trial: 74",4,2,860074,858165.1933,1908,"correct","fig2_3d4_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","3d4","42px",4.35670882668959
"4543","t23",8.3,"RIGHT",65,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 286ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",4.17438726989564
"4544","t23",4.3,"DOWN",52,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 511ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",3.95124371858143
"4545","t23",5.74,"UP",129,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 864ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",4.85981240436167
"4546","t23",16.4,"LEFT",232,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 1987ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",5.44673737166631
"4547","t23",14.77,"RIGHT",79,"[ 3]",3,"ROI_RIGHT ",5,"Saccade: 2878ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",4.36944785246702
"4548","t23",1.11,"RIGHT",32,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 3166ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",63,"Trial: 75",6,2,868143,864614.8153,3528,"correct","fig2_rev_3d4_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","3d4","28px",3.46573590279973
"4549","t23",7.92,"RIGHT",56,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 314ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",64,"Trial: 76",2,4,873901,873014.2833,886,"correct","fig2_rev_7d8_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","7d8","28px",4.02535169073515
"4550","t23",2.45,"UP",26,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 748ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",64,"Trial: 76",2,4,873901,873014.2833,886,"correct","fig2_rev_7d8_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","7d8","28px",3.25809653802148
"4551","t23",8.34,"RIGHT",60,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 329ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",65,"Trial: 77",4,4,880303,878897.2643,1405,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",4.0943445622221
"4552","t23",1.24,"UP",22,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 664ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",65,"Trial: 77",4,4,880303,878897.2643,1405,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.09104245335832
"4553","t23",1.82,"LEFT",208,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 941ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",65,"Trial: 77",4,4,880303,878897.2643,1405,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",5.33753807970132
"4554","t23",1.34,"RIGHT",36,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1325ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",65,"Trial: 77",4,4,880303,878897.2643,1405,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.58351893845611
"4555","t23",7.98,"RIGHT",57,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 266ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",66,"Trial: 78",4,2,885591,884313.5983,1277,"correct","fig2_9d10_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","9d10","28px",4.04305126783455
"4556","t23",2.33,"UP",28,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 541ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",66,"Trial: 78",4,2,885591,884313.5983,1277,"correct","fig2_9d10_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","9d10","28px",3.3322045101752
"4557","t23",18.45,"LEFT",82,"[ 1]",1,"ROI_LEFT ",3,"Saccade: 781ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",66,"Trial: 78",4,2,885591,884313.5983,1277,"correct","fig2_9d10_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","9d10","28px",4.40671924726425
"4558","t23",19.94,"RIGHT",241,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1071ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",66,"Trial: 78",4,2,885591,884313.5983,1277,"correct","fig2_9d10_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","9d10","28px",5.48479693349065
"4559","t23",7.67,"RIGHT",64,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 255ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",67,"Trial: 79",2,4,891268,890196.5703,1071,"correct","fig2_3d4_42px.png",3,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","3d4","42px",4.15888308335967
"4560","t23",1.25,"RIGHT",135,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 728ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",67,"Trial: 79",2,4,891268,890196.5703,1071,"correct","fig2_3d4_42px.png",3,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","3d4","42px",4.90527477843843
"4561","t23",8.47,"RIGHT",62,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 589ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",68,"Trial: 80",4,4,898945,895762.9063,3182,"correct","fig2_rev_3d4_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","3d4","28px",4.12713438504509
"4562","t23",1.63,"DOWN",271,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 863ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",68,"Trial: 80",4,4,898945,895762.9063,3182,"correct","fig2_rev_3d4_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","3d4","28px",5.6021188208797
"4563","t23",2.11,"UP",24,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 2308ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",68,"Trial: 80",4,4,898945,895762.9063,3182,"correct","fig2_rev_3d4_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","3d4","28px",3.17805383034795
"4564","t23",1.26,"UP",182,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 2657ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",68,"Trial: 80",4,4,898945,895762.9063,3182,"correct","fig2_rev_3d4_28px.png",2,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","3d4","28px",5.2040066870768
"4565","t23",8.05,"RIGHT",57,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 274ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",69,"Trial: 81",2,2,904011,903379.1043,631,"correct","fig2_rev_7d8_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","7d8","28px",4.04305126783455
"4566","t23",16.3,"LEFT",74,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 488ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",69,"Trial: 81",2,2,904011,903379.1043,631,"correct","fig2_rev_7d8_28px.png",2,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","7d8","28px",4.30406509320417
"4567","t23",1.54,"LEFT",148,"[ 2]",2,"ROI_CENTER ",1,"Saccade: 1198ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",70,"Trial: 82",5,2,911415,908462.1233,2952,"correct","fig2_5d6_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","5d6","28px",4.99721227376411
"4568","t23",8.33,"LEFT",63,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 1633ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",70,"Trial: 82",5,2,911415,908462.1233,2952,"correct","fig2_5d6_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","5d6","28px",4.14313472639153
"4569","t23",10.78,"RIGHT",86,"[ 2]",2,"ROI_CENTER ",3,"Saccade: 2186ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",70,"Trial: 82",5,2,911415,908462.1233,2952,"correct","fig2_5d6_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","5d6","28px",4.45434729625351
"4570","t23",7.74,"RIGHT",64,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 2460ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",70,"Trial: 82",5,2,911415,908462.1233,2952,"correct","fig2_5d6_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","5d6","28px",4.15888308335967
"4571","t23",1.13,"UP",27,"[ 3]",3,"ROI_RIGHT ",5,"Saccade: 2927ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",70,"Trial: 82",5,2,911415,908462.1233,2952,"correct","fig2_5d6_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","5d6","28px",3.29583686600433
"4572","t23",8.4,"RIGHT",58,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 263ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",71,"Trial: 83",2,4,917389,916178.3293,1210,"correct","fig2_5d6_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","5d6","28px",4.06044301054642
"4573","t23",1.11,"RIGHT",33,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 924ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",71,"Trial: 83",2,4,917389,916178.3293,1210,"correct","fig2_5d6_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","5d6","28px",3.49650756146648
"4574","t23",NA,"DOWN",77,"[ 2]",2,"ROI_CENTER ",1,"Saccade: 1ms","RESET_DATA","[ ]",NA,".","t23.edf",72,"Trial: 84",4,2,924632,922711.2443,1920,"correct","fig2_rev_1d2_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","1d2","42px",4.34380542185368
"4575","t23",7.82,"LEFT",56,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 318ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",72,"Trial: 84",4,2,924632,922711.2443,1920,"correct","fig2_rev_1d2_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","1d2","42px",4.02535169073515
"4576","t23",17.75,"RIGHT",72,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 563ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",72,"Trial: 84",4,2,924632,922711.2443,1920,"correct","fig2_rev_1d2_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","1d2","42px",4.27666611901606
"4577","t23",2.17,"UP",33,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1756ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",72,"Trial: 84",4,2,924632,922711.2443,1920,"correct","fig2_rev_1d2_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","1d2","42px",3.49650756146648
"4578","t23",8.4,"RIGHT",56,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 279ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",73,"Trial: 85",2,4,930895,929377.5153,1517,"correct","fig2_1d2_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","1d2","28px",4.02535169073515
"4579","t23",1.7,"RIGHT",180,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 951ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",73,"Trial: 85",2,4,930895,929377.5153,1517,"correct","fig2_1d2_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","1d2","28px",5.19295685089021
"4580","t23",8.06,"RIGHT",57,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 261ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",74,"Trial: 86",2,4,936103,935160.4883,942,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",4.04305126783455
"4581","t23",0.68,"RIGHT",153,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 623ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",74,"Trial: 86",2,4,936103,935160.4883,942,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",5.03043792139244
"4582","t23",8.48,"RIGHT",61,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 305ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",75,"Trial: 87",4,2,942821,941160.1123,1660,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.11087386417331
"4583","t23",0.81,"LEFT",332,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 601ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",75,"Trial: 87",4,2,942821,941160.1123,1660,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",5.80513496891649
"4584","t23",16.36,"LEFT",74,"[ 1]",1,"ROI_LEFT ",3,"Saccade: 1350ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",75,"Trial: 87",4,2,942821,941160.1123,1660,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.30406509320417
"4585","t23",17.53,"RIGHT",81,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1613ms",".","[ 1]",1,"ROI_LEFT ","t23.edf",75,"Trial: 87",4,2,942821,941160.1123,1660,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.39444915467244
"4586","t23",8.85,"RIGHT",69,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 461ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",76,"Trial: 88",4,2,952196,950459.5423,1736,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",4.23410650459726
"4587","t23",5.69,"UP",54,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 688ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",76,"Trial: 88",4,2,952196,950459.5423,1736,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",3.98898404656427
"4588","t23",7.22,"LEFT",209,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 923ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",76,"Trial: 88",4,2,952196,950459.5423,1736,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",5.34233425196481
"4589","t23",7.03,"RIGHT",222,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 1182ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",76,"Trial: 88",4,2,952196,950459.5423,1736,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",5.40267738187228
"4590","t23",7.85,"RIGHT",56,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 322ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",77,"Trial: 89",2,4,959228,957859.0923,1368,"correct","fig2_7d8_42px.png",3,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","7d8","42px",4.02535169073515
"4591","t23",3.57,"UP",241,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 586ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",77,"Trial: 89",2,4,959228,957859.0923,1368,"correct","fig2_7d8_42px.png",3,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","7d8","42px",5.48479693349065
"4592","t23",6.58,"RIGHT",51,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 351ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",78,"Trial: 90",2,4,964771,963708.7463,1062,"correct","fig2_rev_1d2_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","1d2","42px",3.93182563272433
"4593","t23",2.79,"RIGHT",191,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 743ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",78,"Trial: 90",2,4,964771,963708.7463,1062,"correct","fig2_rev_1d2_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","1d2","42px",5.25227342804663
"4594","t23",7.7,"RIGHT",63,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 879ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",79,"Trial: 91",2,2,970701,969541.7053,1159,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",4.14313472639153
"4595","t23",1.45,"RIGHT",35,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 1145ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",79,"Trial: 91",2,2,970701,969541.7053,1159,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",3.55534806148941
"4596","t23",1.48,"RIGHT",181,"[ 2]",2,"ROI_CENTER ",1,"Saccade: 753ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",80,"Trial: 92",3,2,977492,975541.3333,1950,"correct","fig2_1d2_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","1d2","28px",5.19849703126583
"4597","t23",5.3,"RIGHT",56,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 1346ms",".","[ 2]",2,"ROI_CENTER ","t23.edf",80,"Trial: 92",3,2,977492,975541.3333,1950,"correct","fig2_1d2_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","1d2","28px",4.02535169073515
"4598","t23",1.83,"RIGHT",36,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 1562ms",".","[ 3]",3,"ROI_RIGHT ","t23.edf",80,"Trial: 92",3,2,977492,975541.3333,1950,"correct","fig2_1d2_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","1d2","28px",3.58351893845611
"4599","t24",1.7,"DOWN",46,"[ 2]",2,"ROI_CENTER ",1,"Saccade: 169ms",".","[ 2]",2,"ROI_CENTER ","t24.edf",1,"Trial: 13",5,2,335331,333925.91,1405,"correct","fig2_rev_1d2_28px.png",2,"0","A > B","1",3,2,"Positive","Math","Incongruent","rev","1d2","28px",3.8286413964891
